title,organization,location,salary,starting_date,published_date,tags,discipline_primary,discipline_secondary,salary_lincoln_adjusted,cost_of_living_index,geographic_region,first_seen,last_updated,position_id,description,is_graduate_position,position_type,grad_confidence
Graduate Research Assistant/Ant Colony Impacts on Ecosystems,University of Texas at Tyler (State),"University of Texas at Tyler (Tyler, Texas)","$21,000 per year",after 1/15/2026,08/29/2024,"Graduate Opportunities, Grant",Environmental Science,,22105.263157894737,0.95,Southwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-1805802159940812056,,True,Graduate Assistantship,0.2
Ph.D. and M.S. GRAs: Aquatic Ecology and Harmful Algal Blooms,Auburn University (State),"Auburn University, Alabama","$30,000 to $35,000 per year",between 1/1/2025 and 12/31/2025,11/20/2024,Graduate Opportunities,Non-Graduate,,37500.0,0.8,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-2161681932916658017,,False,Professional/Other,0.0
Several MS positions in Applied Ecology and Conservation Biology - Frostburg State University,Frostburg State University (State),"Frostburg State University (Frostburg, Maryland)","$9,000 to $15,000 per year",between 8/11/2025 and 8/18/2025,01/17/2025,Graduate Opportunities,Environmental Science,,7826.08695652174,1.15,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-3675662019809641338,,True,Masters Position,0.2
"PhD in Fisheries, Wildlife, and Conservation Sciences: Developing multi-method approaches for landscape-scale sampling of small mammals",Oregon State University (State),"Oregon State University (Corvallis, Oregon)","$30,000 to $33,000 per year",after 1/5/2026,06/09/2025,Graduate Opportunities,Wildlife Management and Conservation,,27272.727272727272,1.1,West,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,5472707467769176845,,True,PhD Position,0.2
Summer Avian Field Technician,Kansas State University (State),"McPherson, Kansas","$2,000 to $2,500 per month",between 6/13/2025 and 6/30/2025,06/16/2025,Undergraduate Opportunities,Non-Graduate,,28235.29411764706,0.85,Midwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,6738431061022012152,,False,Professional/Other,0.0
MS Research Assistant - Natural Resource Sciences,North Dakota State University (State),"North Dakota State University (Fargo, North Dakota)","up to $22,000 per year",after 8/1/2025,06/02/2025,Graduate Opportunities,Other,,25882.352941176472,0.85,Midwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,2415762638426910820,,True,Graduate Assistantship,0.2
Extension Instructor or Open Rank Extension Educator Livestock Systems (Brown County),Nebraska Extension - University of Nebraska-Lincoln (State),"Ainsworth, Nebraska",Commensurate / Negotiable,between 6/26/2025 and 12/31/2025,05/28/2025,"Faculty / Post-Doc Appointments, Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.0,Midwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-3349276125332971507,,False,Professional/Other,0.0
"University of Tennessee, Knoxville M.S. in Wildlife and Fisheries Science – Communities Associated with Aquatic Habitat Restoration","University of Tennessee, Knoxville - School of Natural Resources, Fisheries (State)","University of Tennessee (Knoxville, Tennessee)","starting at $35,000 per year",before 8/15/2025,04/25/2025,Graduate Opportunities,Non-Graduate,,41176.470588235294,0.85,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,3683285280561140829,,False,Professional/Other,0.0
Professional Certificate - Conservation Planning,Center for Wildlife Studies (Private),remote work allowed,none,between 7/7/2025 and 6/16/2026,06/18/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.0,Remote/Multiple,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-8612631821908027658,,False,Professional/Other,0.0
GRA Opportunity in Veterinary Virology and Immunology,University of Tennessee (State),"2407 River Drive (Knoxville , Tennessee)","starting at $35,000 per year",after 8/18/2025,06/09/2025,Graduate Opportunities,Non-Graduate,,41176.470588235294,0.85,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,7062090684796857783,,False,Professional/Other,0.0
M.S. Assistantship – Artificial Reef Research: South Texas,University of Texas Rio Grande Valley (State),"One West University Blvd. (Brownsville, Texas)","$1,333 per month",between 7/21/2025 and 9/1/2025,06/03/2025,Graduate Opportunities,Non-Graduate,,16837.894736842107,0.95,Southwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-4890230947860208561,,False,Professional/Other,0.0
Ph.D. Research Assistantship in Fisheries Conflict and Food Security - Start date Fall 2025 or Spring 2026,University of Massachusetts Dartmouth (State),"New Bedford, Massachusetts","$26,700 to $41,694 per year",after 1/1/2026,06/09/2025,Graduate Opportunities,Fisheries Management and Conservation,Human Dimensions,20538.46153846154,1.3,Northeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-144178022449122224,,True,Graduate Assistantship,0.4
M.S. Research Assistantship in Manta Ray Conservation and Bycatch Mitigation,University of Massachusetts Dartmouth (State),"New Bedford, Massachusetts","$24,700 to $34,675 per year",after 9/1/2025,06/09/2025,Graduate Opportunities,Wildlife Management and Conservation,,19000.0,1.3,Northeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,8551657729206295965,,True,Graduate Assistantship,0.4
USDA-FS Fellowship in Forest Restoration Modeling,Oak Ridge Associated Universities (ORAU) (Private),remote work allowed,Commensurate / Negotiable,after 6/1/2025,05/15/2025,Graduate Opportunities,Wildlife Management and Conservation,Environmental Science,0.0,1.0,Remote/Multiple,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,593396733210563592,,True,Fellowship,0.2
Environmental Educator Intern,Nemours Wildlife Foundation (Private),"Yemassee, South Carolina",starting at $500 per week,after 8/4/2025,05/14/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.85,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-6971074071588017396,,False,Professional/Other,0.0
Trans-Pecos Texas Black Bear Research Technician,Borderlands Research Institute (State),Texas,$18 per hour,9/1/2025,03/28/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,7778541913053278063,,False,Professional/Other,0.0
Southwest Texas Black Bear Capture Technician,Borderlands Research Institute (State),"207 Wildcat Dr, Del Rio, TX 78840, USA (Del Rio, Texas)",$18 per hour,9/15/2025,03/28/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,2870440324294452836,,False,Professional/Other,0.0
Junior Specialist – Hydro-Ecology Of Montane Streams and Meadows,University of California Davis (State),"Center for Watershed Sciences, University of California Davis (Davis, California)","$53,100 to $56,600 per year",between 10/18/2024 and 6/30/2025,10/18/2024,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,37928.57142857143,1.4,West,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-1896443841574869538,,False,Professional/Other,0.0
"Sea Turtle Rehabilitation, Conservation, and Education Internship",Karen Beasley Sea Turtle Rescue and Rehabilitation Center (Private),"Karen Beasley Sea Turtle Rescue and Rehabilitation Center (Surf City, North Carolina)",$120 per week,after 9/29/2025,06/16/2025,Undergraduate Opportunities,Non-Graduate,,0.0,0.9,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,8800874413287948240,,False,Professional/Other,0.0
Coral Conservation and Reef Restoration Internship,Coral Restoration Foundation (Private),"89111 Overseas Highway (Tavernier, Florida)","$1,000 to $1,500 per month",9/1/2025,06/05/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,12631.578947368422,0.95,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-194713028465383151,,False,Professional/Other,0.0
East Foundation: Range and Wildlife Technicians,East Foundation (Private),"474 East Ranch Rd, Hebbronville, TX 78361, USA (Guerra, Texas)",starting at $15 per hour,between 9/10/2025 and 9/15/2025,06/05/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,5172006264044463490,,False,Professional/Other,0.0
Land Steward Apprentice,Rob and Bessie Welder Wildlife Foundation (Private),"4H7M+G3 Sinton, TX, USA (Sinton, Texas)",$16.50 per hour,between 8/4/2025 and 8/30/2025,05/30/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,7883481478905514990,,False,Professional/Other,0.0
Environmental Education Fellow,Osprey Wilds Environmental Learning Center (Private),"54165 Audubon Drive (Sandstone, Minnesota)",$225 to $275 per week,after 4/1/2025,03/18/2025,Graduate Opportunities,Non-Graduate,,0.0,1.0,Midwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,963079227537696365,,False,Professional/Other,0.0
Academic Adviser - Paid Internship in South Africa,Bushveld Biodiversity Research Centre (Private),"5GG9+W3 Maasstroom, South Africa",Commensurate / Negotiable,between 8/28/2025 and 9/18/2025,06/16/2025,"Faculty / Post-Doc Appointments, Graduate Opportunities",Non-Graduate,,0.0,1.05,Other,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,2768037258251423794,,False,Professional/Other,0.0
Precision Silviculture Analyst,The Westervelt Company (Private),"1400 Jack Warner Parkway NE (Tuscaloosa, AL 35404, Alabama)","$84,000 to $126,000 per year",after 6/30/2025,06/09/2025,Graduate Opportunities,Non-Graduate,,105000.0,0.8,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-8500428404125004471,,False,Professional/Other,0.0
Field Assistant working with wild parrots and macaws in Tambopata PERU,The Macaw Society (Private),"Tambopata National Reserve (Tambopata, Peru)",none,after 6/18/2025,10/24/2024,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.0,Remote/Multiple,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,4060950673412196822,,False,Professional/Other,0.0
Giraffe and Rhino Research Project - Internship in South Africa,WildComm Research Stations (Private),"Vivo, Limpopo, South Africa",none,between 9/4/2025 and 10/2/2025,06/16/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.05,Other,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-7943282302934570647,,False,Professional/Other,0.0
Wildlife Rehabilitation Internship,Treehouse Wildlife Center (Private),"23956 Green Acres Rd (Dow, Illinois)",none,after 7/2/2025,06/16/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.05,Midwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-2295296431431923230,,False,Professional/Other,0.0
FWC Imperiled Species Management Section Internship,Florida Fish & Wildlife Conservation Commission (State),"1875 Orange Ave East (Tallahassee, Florida)",none,after 8/22/2025,06/10/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.95,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-7408882160471532965,,False,Professional/Other,0.0
Sr. Research Technician-Fisheries (Lake Sturgeon),Missouri Cooperative Fish & Wildlife Research Unit (State),"1111 Rollins Street (Columbia, Missouri)",$14.80 to $20.32 per hour,after 8/1/2025,06/03/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,0.85,Midwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,5754664666862622196,,False,Professional/Other,0.0
Wildlife Biologist,Teya Development (Private),"Fort Irwin, California",$25 to $28 per hour,after 5/26/2025,05/27/2025,Undergraduate Opportunities,Non-Graduate,,0.0,1.4,West,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,5846162554349280823,,False,Professional/Other,0.0
Environmental Technician (Entry Level) – Travel-Based Field Work,The Carel Corporation (Private),"136 Pecan Street (Keller, Texas)","$48,000 to $50,000 per year",after 5/21/2025,05/21/2025,Undergraduate Opportunities,Non-Graduate,,50526.31578947369,0.95,Southwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,690455368403667422,,False,Professional/Other,0.0
USDA-APHIS HPAI Modeling Fellowship,Oak Ridge Associated Universities (ORAU) (Private),"Manhattan, Kansas | remote work allowed",Commensurate / Negotiable,after 6/1/2025,05/21/2025,"Faculty / Post-Doc Appointments, Graduate Opportunities",Environmental Science,,0.0,0.85,Midwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-8737268761819441301,,True,Fellowship,0.2
USDA-FS Forestry Greenhouse and Field Research for Ohia Disease Resistance Studies,Oak Ridge Associated Universities (ORAU) (Private),"Hilo, Hawaii",Commensurate / Negotiable,after 5/31/2025,05/15/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,0.0,1.6,West,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,7780868670386586286,,False,Professional/Other,0.0
Season Tech/ Intern/ Hunting guide,Wildlife Systems (Private),Texas,"$1,900 to $2,200 per month",between 7/1/2025 and 8/11/2025,01/30/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,24000.0,0.95,Southwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-6650903799562827938,,False,Professional/Other,0.0
Marine Turtle Intern/Research Assistant/Research Fellow,Canadian Organisation for Tropical Education and Rainforest Conservation (Private),multiple,none,between 5/1/2025 and 8/30/2025,11/20/2024,"Graduate Opportunities, Undergraduate Opportunities",Fisheries Management and Conservation,Wildlife Management and Conservation,0.0,1.0,Remote/Multiple,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-5203022210759605465,,True,Graduate Assistantship,0.2
Aquatic Macroinvertebrate Temporary Research Technician,University of Georgia (State),Savannah River Ecology Laboratory (South Carolina),$15 to $20 per hour,after 8/25/2025,06/13/2025,Undergraduate Opportunities,Non-Graduate,,0.0,0.85,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-6778835919117727761,,False,Professional/Other,0.0
Waterfront and Program Assistant,The School for Field Studies (Private),"South Caicos, Turks and Caicos","$12,000 per year",between 8/22/2025 and 8/24/2025,06/09/2025,"Graduate Opportunities, Undergraduate Opportunities",Non-Graduate,,11428.571428571428,1.05,Other,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-9115558006920928043,,False,Professional/Other,0.0
Assistant Dam Safety Engineer,The Virginia Department of Conservation and Recreation (State),"600 e main street (richmond, Virginia)","$75,000 to $85,000 per year",after 7/25/2025,06/05/2025,Graduate Opportunities,Non-Graduate,,71428.57142857142,1.05,Southeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,1288316099733747779,,False,Professional/Other,0.0
"M.S. Assistantship: Pronghorn Movement Ecology, New Mexico",New Mexico State University (State),"Las Cruces, New Mexico","starting at $27,800 per year",after 8/20/2025,06/05/2025,Graduate Opportunities,Non-Graduate,,32705.88235294118,0.85,Southwest,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-4665912805968599049,,False,Professional/Other,0.0
MS Opportunity - Trends in Common Bottlenose Dolphin Demography in Biscayne Bay,Colorado State University (State),"Colorado State University (Fort Collins, Colorado)","$2,600 to $2,800 per month",after 8/18/2025,06/03/2025,Graduate Opportunities,Non-Graduate,,28363.63636363636,1.1,West,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-2333147516363463196,,False,Professional/Other,0.0
Greater Sage-Grouse Technician-Wyoming,University of Wyoming (State),"Point of Rocks, Wyoming",Commensurate / Negotiable,between 6/22/2025 and 8/15/2025,06/02/2025,Undergraduate Opportunities,Non-Graduate,,0.0,0.9,West,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-336777498165907503,,False,Professional/Other,0.0
Bird Outcomes Assessment Tech - Alabama or Mississippi,"Pheasants Forever, Inc (Private)",multiple,"$45,000 per year",after 6/30/2025,05/30/2025,Graduate Opportunities,Non-Graduate,,45000.0,1.0,Remote/Multiple,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,4642784316232954377,,False,Professional/Other,0.0
Environmental Project Manager,Stoney Ridge Environmental LLC. (Private),"8 Kiana Road (Alton, New Hampshire)",Commensurate / Negotiable,after 6/1/2025,05/16/2025,Graduate Opportunities,Non-Graduate,,0.0,1.05,Northeast,2025-06-29T06:40:34.473356,2025-06-29T06:40:34.473356,-2629758773420334879,,False,Professional/Other,0.0
